text,label,entities
"Particularly, the effects of << doxycycline >> used as a non selective [[ MMP ]] inhibitor in experimental and clinical studies will be discussed.",INHIBITOR,"['doxycycline', 'MMP']"
Time-dependent changes in hepatic and intestinal induction of << cytochrome P450 3A >> after administration of [[ dexamethasone ]] to rats.,ACTIVATOR,"['cytochrome P450 3A', 'dexamethasone']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal << cytochrome P450 3A >> (CYP3A) in rats using [[ dexamethasone 21-phosphate ]] (DEX-P) and midazolam (MDZ) as an inducer and a substrate to CYP3A, respectively.",ACTIVATOR,"['cytochrome P450 3A', 'dexamethasone 21-phosphate']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (<< CYP3A >>) in rats using [[ dexamethasone 21-phosphate ]] (DEX-P) and midazolam (MDZ) as an inducer and a substrate to CYP3A, respectively.",ACTIVATOR,"['CYP3A', 'dexamethasone 21-phosphate']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (CYP3A) in rats using << dexamethasone 21-phosphate >> (DEX-P) and midazolam (MDZ) as an inducer and a substrate to [[ CYP3A ]], respectively.",ACTIVATOR,"['dexamethasone 21-phosphate', 'CYP3A']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal << cytochrome P450 3A >> (CYP3A) in rats using dexamethasone 21-phosphate ([[ DEX-P ]]) and midazolam (MDZ) as an inducer and a substrate to CYP3A, respectively.",ACTIVATOR,"['cytochrome P450 3A', 'DEX-P']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (<< CYP3A >>) in rats using dexamethasone 21-phosphate ([[ DEX-P ]]) and midazolam (MDZ) as an inducer and a substrate to CYP3A, respectively.",ACTIVATOR,"['CYP3A', 'DEX-P']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (CYP3A) in rats using dexamethasone 21-phosphate (<< DEX-P >>) and midazolam (MDZ) as an inducer and a substrate to [[ CYP3A ]], respectively.",ACTIVATOR,"['DEX-P', 'CYP3A']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (CYP3A) in rats using dexamethasone 21-phosphate (DEX-P) and << midazolam >> (MDZ) as an inducer and a substrate to [[ CYP3A ]], respectively.",ACTIVATOR,"['midazolam', 'CYP3A']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (CYP3A) in rats using dexamethasone 21-phosphate (DEX-P) and midazolam (<< MDZ >>) as an inducer and a substrate to [[ CYP3A ]], respectively.",ACTIVATOR,"['MDZ', 'CYP3A']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (CYP3A) in rats using << dexamethasone 21-phosphate >> (DEX-P) and midazolam (MDZ) as an inducer and a substrate to [[ CYP3A ]], respectively.",SUBSTRATE,"['dexamethasone 21-phosphate', 'CYP3A']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (CYP3A) in rats using dexamethasone 21-phosphate (<< DEX-P >>) and midazolam (MDZ) as an inducer and a substrate to [[ CYP3A ]], respectively.",SUBSTRATE,"['DEX-P', 'CYP3A']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal << cytochrome P450 3A >> (CYP3A) in rats using dexamethasone 21-phosphate (DEX-P) and [[ midazolam ]] (MDZ) as an inducer and a substrate to CYP3A, respectively.",SUBSTRATE,"['cytochrome P450 3A', 'midazolam']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (<< CYP3A >>) in rats using dexamethasone 21-phosphate (DEX-P) and [[ midazolam ]] (MDZ) as an inducer and a substrate to CYP3A, respectively.",SUBSTRATE,"['CYP3A', 'midazolam']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (CYP3A) in rats using dexamethasone 21-phosphate (DEX-P) and << midazolam >> (MDZ) as an inducer and a substrate to [[ CYP3A ]], respectively.",SUBSTRATE,"['midazolam', 'CYP3A']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (<< CYP3A >>) in rats using dexamethasone 21-phosphate (DEX-P) and midazolam ([[ MDZ ]]) as an inducer and a substrate to CYP3A, respectively.",SUBSTRATE,"['CYP3A', 'MDZ']"
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (CYP3A) in rats using dexamethasone 21-phosphate (DEX-P) and midazolam (<< MDZ >>) as an inducer and a substrate to [[ CYP3A ]], respectively.",SUBSTRATE,"['MDZ', 'CYP3A']"
"3. << CYP3A >> induction in the liver increased depending on the dose of [[ DEX-P ]], whereas that in intestine showed a mild increase, but the induction level was almost constant regardless of the dose of DEX-P.",ACTIVATOR,"['CYP3A', 'DEX-P']"
"3. << CYP3A >> induction in the liver increased depending on the dose of DEX-P, whereas that in intestine showed a mild increase, but the induction level was almost constant regardless of the dose of [[ DEX-P ]].",ACTIVATOR,"['CYP3A', 'DEX-P']"
4. Administration of a single dose of << DEX-P >> showed a temporal increase in [[ CYP3A ]] activity in both tissues and the induction ratios reached maximum values at 12 h after DEX-P administration.,ACTIVATOR,"['DEX-P', 'CYP3A']"
4. Administration of a single dose of DEX-P showed a temporal increase in << CYP3A >> activity in both tissues and the induction ratios reached maximum values at 12 h after [[ DEX-P ]] administration.,ACTIVATOR,"['CYP3A', 'DEX-P']"
<< LDH >> is responsible for pyruvate conversion to [[ lactate ]] through glycolysis.,PRODUCT-OF,"['LDH', 'lactate']"
<< LDH >> is responsible for [[ pyruvate ]] conversion to lactate through glycolysis.,SUBSTRATE,"['LDH', 'pyruvate']"
Preclinical pharmacokinetics and in vitro metabolism of << dasatinib >> (BMS-354825): a potent oral multi-targeted [[ kinase ]] inhibitor against SRC and BCR-ABL.,INHIBITOR,"['dasatinib', 'kinase']"
Preclinical pharmacokinetics and in vitro metabolism of << dasatinib >> (BMS-354825): a potent oral multi-targeted kinase inhibitor against [[ SRC ]] and BCR-ABL.,INHIBITOR,"['dasatinib', 'SRC']"
Preclinical pharmacokinetics and in vitro metabolism of << dasatinib >> (BMS-354825): a potent oral multi-targeted kinase inhibitor against SRC and [[ BCR ]]-ABL.,INHIBITOR,"['dasatinib', 'BCR']"
Preclinical pharmacokinetics and in vitro metabolism of << dasatinib >> (BMS-354825): a potent oral multi-targeted kinase inhibitor against SRC and BCR-[[ ABL ]].,INHIBITOR,"['dasatinib', 'ABL']"
Preclinical pharmacokinetics and in vitro metabolism of dasatinib (<< BMS-354825 >>): a potent oral multi-targeted [[ kinase ]] inhibitor against SRC and BCR-ABL.,INHIBITOR,"['BMS-354825', 'kinase']"
Preclinical pharmacokinetics and in vitro metabolism of dasatinib (<< BMS-354825 >>): a potent oral multi-targeted kinase inhibitor against [[ SRC ]] and BCR-ABL.,INHIBITOR,"['BMS-354825', 'SRC']"
Preclinical pharmacokinetics and in vitro metabolism of dasatinib (<< BMS-354825 >>): a potent oral multi-targeted kinase inhibitor against SRC and [[ BCR ]]-ABL.,INHIBITOR,"['BMS-354825', 'BCR']"
Preclinical pharmacokinetics and in vitro metabolism of dasatinib (<< BMS-354825 >>): a potent oral multi-targeted kinase inhibitor against SRC and BCR-[[ ABL ]].,INHIBITOR,"['BMS-354825', 'ABL']"
"PURPOSE: << Dasatinib >> (BMS-354825), a potent oral multi-targeted [[ kinase ]] inhibitor against SRC and BCR-ABL, has recently been approved for the treatment of chronic myelogenous leukaemia (CML) in imatinib-acquired resistance and intolerance.",INHIBITOR,"['Dasatinib', 'kinase']"
"PURPOSE: << Dasatinib >> (BMS-354825), a potent oral multi-targeted kinase inhibitor against [[ SRC ]] and BCR-ABL, has recently been approved for the treatment of chronic myelogenous leukaemia (CML) in imatinib-acquired resistance and intolerance.",INHIBITOR,"['Dasatinib', 'SRC']"
"PURPOSE: << Dasatinib >> (BMS-354825), a potent oral multi-targeted kinase inhibitor against SRC and [[ BCR ]]-ABL, has recently been approved for the treatment of chronic myelogenous leukaemia (CML) in imatinib-acquired resistance and intolerance.",INHIBITOR,"['Dasatinib', 'BCR']"
"PURPOSE: << Dasatinib >> (BMS-354825), a potent oral multi-targeted kinase inhibitor against SRC and BCR-[[ ABL ]], has recently been approved for the treatment of chronic myelogenous leukaemia (CML) in imatinib-acquired resistance and intolerance.",INHIBITOR,"['Dasatinib', 'ABL']"
"PURPOSE: Dasatinib (<< BMS-354825 >>), a potent oral multi-targeted [[ kinase ]] inhibitor against SRC and BCR-ABL, has recently been approved for the treatment of chronic myelogenous leukaemia (CML) in imatinib-acquired resistance and intolerance.",INHIBITOR,"['BMS-354825', 'kinase']"
"PURPOSE: Dasatinib (<< BMS-354825 >>), a potent oral multi-targeted kinase inhibitor against [[ SRC ]] and BCR-ABL, has recently been approved for the treatment of chronic myelogenous leukaemia (CML) in imatinib-acquired resistance and intolerance.",INHIBITOR,"['BMS-354825', 'SRC']"
"PURPOSE: Dasatinib (<< BMS-354825 >>), a potent oral multi-targeted kinase inhibitor against SRC and [[ BCR ]]-ABL, has recently been approved for the treatment of chronic myelogenous leukaemia (CML) in imatinib-acquired resistance and intolerance.",INHIBITOR,"['BMS-354825', 'BCR']"
"PURPOSE: Dasatinib (<< BMS-354825 >>), a potent oral multi-targeted kinase inhibitor against SRC and BCR-[[ ABL ]], has recently been approved for the treatment of chronic myelogenous leukaemia (CML) in imatinib-acquired resistance and intolerance.",INHIBITOR,"['BMS-354825', 'ABL']"
"The results of this study suggest that << noradrenaline >> predominantly, but not exclusively, mediates contraction of rat aorta through the activation of an [[ alphalD-adrenoceptor ]].",ACTIVATOR,"['noradrenaline', 'alphalD-adrenoceptor']"
"An increase in the << ADP >>/ATP ratio opens [[ K(ATP) channels ]], leading to membrane hyperpolarization.",ACTIVATOR,"['ADP', 'K(ATP) channels']"
"An increase in the ADP/<< ATP >> ratio opens [[ K(ATP) channels ]], leading to membrane hyperpolarization.",ACTIVATOR,"['ATP', 'K(ATP) channels']"
"Comparison of the effect of << rofecoxib >> (a [[ cyclooxygenase 2 ]] inhibitor), ibuprofen, and placebo on the gastroduodenal mucosa of patients with osteoarthritis: a randomized, double-blind, placebo-controlled trial.",INHIBITOR,"['rofecoxib', 'cyclooxygenase 2']"
"OBJECTIVE: This randomized, double-blind study tested the hypothesis that << rofecoxib >>, a drug that specifically inhibits [[ cyclooxygenase 2 ]], would cause fewer gastroduodenal ulcers than ibuprofen (in a multicenter trial), and its side effects would be equivalent to those of placebo (in a prespecified analysis combining the results with another trial of identical design).",INHIBITOR,"['rofecoxib', 'cyclooxygenase 2']"
"<< [-]-Huperzine A >> ([-]-Hup A), is a naturally occurring potent reversible [[ AChE ]] inhibitor that penetrates the blood-brain barrier.",INHIBITOR,"['[-]-Huperzine A', 'AChE']"
"[-]-Huperzine A (<< [-]-Hup A >>), is a naturally occurring potent reversible [[ AChE ]] inhibitor that penetrates the blood-brain barrier.",INHIBITOR,"['[-]-Hup A', 'AChE']"
"The synthetic stereoisomer, << [+]-Hup A >>, is less toxic due to poor [[ AChE ]] inhibition and is suitable for both pre-/post-exposure treatments of nerve agent toxicity.",INHIBITOR,"['[+]-Hup A', 'AChE']"
"Also, << vinblastine >> enhances the phosphorylation of [[ Ras homologous protein A ]], the accumulation of reactive oxygen species, the release of intracellular Ca(2+), as well as the activation of apoptosis signal-regulating kinase 1, c-jun-N-terminal kinase, p38, inhibitor of kappaBα (IκBα) kinase, and inositol requiring enzyme 1α.",ACTIVATOR,"['vinblastine', 'Ras homologous protein A']"
"Also, << vinblastine >> enhances the phosphorylation of Ras homologous protein A, the accumulation of reactive oxygen species, the release of intracellular Ca(2+), as well as the activation of [[ apoptosis signal-regulating kinase 1 ]], c-jun-N-terminal kinase, p38, inhibitor of kappaBα (IκBα) kinase, and inositol requiring enzyme 1α.",ACTIVATOR,"['vinblastine', 'apoptosis signal-regulating kinase 1']"
"Also, << vinblastine >> enhances the phosphorylation of Ras homologous protein A, the accumulation of reactive oxygen species, the release of intracellular Ca(2+), as well as the activation of apoptosis signal-regulating kinase 1, [[ c-jun-N-terminal kinase ]], p38, inhibitor of kappaBα (IκBα) kinase, and inositol requiring enzyme 1α.",ACTIVATOR,"['vinblastine', 'c-jun-N-terminal kinase']"
"Also, << vinblastine >> enhances the phosphorylation of Ras homologous protein A, the accumulation of reactive oxygen species, the release of intracellular Ca(2+), as well as the activation of apoptosis signal-regulating kinase 1, c-jun-N-terminal kinase, [[ p38 ]], inhibitor of kappaBα (IκBα) kinase, and inositol requiring enzyme 1α.",ACTIVATOR,"['vinblastine', 'p38']"
"Also, << vinblastine >> enhances the phosphorylation of Ras homologous protein A, the accumulation of reactive oxygen species, the release of intracellular Ca(2+), as well as the activation of apoptosis signal-regulating kinase 1, c-jun-N-terminal kinase, p38, [[ inhibitor of kappaBα ]] (IκBα) kinase, and inositol requiring enzyme 1α.",ACTIVATOR,"['vinblastine', 'inhibitor of kappaBα']"
"Also, << vinblastine >> enhances the phosphorylation of Ras homologous protein A, the accumulation of reactive oxygen species, the release of intracellular Ca(2+), as well as the activation of apoptosis signal-regulating kinase 1, c-jun-N-terminal kinase, p38, inhibitor of kappaBα ([[ IκBα ]]) kinase, and inositol requiring enzyme 1α.",ACTIVATOR,"['vinblastine', 'IκBα']"
"Also, << vinblastine >> enhances the phosphorylation of Ras homologous protein A, the accumulation of reactive oxygen species, the release of intracellular Ca(2+), as well as the activation of apoptosis signal-regulating kinase 1, c-jun-N-terminal kinase, p38, inhibitor of kappaBα (IκBα) [[ kinase ]], and inositol requiring enzyme 1α.",ACTIVATOR,"['vinblastine', 'kinase']"
"Also, << vinblastine >> enhances the phosphorylation of Ras homologous protein A, the accumulation of reactive oxygen species, the release of intracellular Ca(2+), as well as the activation of apoptosis signal-regulating kinase 1, c-jun-N-terminal kinase, p38, inhibitor of kappaBα (IκBα) kinase, and [[ inositol requiring enzyme 1α ]].",ACTIVATOR,"['vinblastine', 'inositol requiring enzyme 1α']"
"In addition, << vinblastine >> induces the DNA-binding activities of the transcription factor [[ NF-κB ]], HSF1, AP-1, and ATF-2, together with the expression of HSP70 and Bax proteins.",ACTIVATOR,"['vinblastine', 'NF-κB']"
"In addition, << vinblastine >> induces the DNA-binding activities of the transcription factor NF-κB, [[ HSF1 ]], AP-1, and ATF-2, together with the expression of HSP70 and Bax proteins.",ACTIVATOR,"['vinblastine', 'HSF1']"
"In addition, << vinblastine >> induces the DNA-binding activities of the transcription factor NF-κB, HSF1, [[ AP-1 ]], and ATF-2, together with the expression of HSP70 and Bax proteins.",ACTIVATOR,"['vinblastine', 'AP-1']"
"In addition, << vinblastine >> induces the DNA-binding activities of the transcription factor NF-κB, HSF1, AP-1, and [[ ATF-2 ]], together with the expression of HSP70 and Bax proteins.",ACTIVATOR,"['vinblastine', 'ATF-2']"
"In addition, << vinblastine >> induces the DNA-binding activities of the transcription factor NF-κB, HSF1, AP-1, and ATF-2, together with the expression of [[ HSP70 ]] and Bax proteins.",INDIRECT-UPREGULATOR,"['vinblastine', 'HSP70']"
"In addition, << vinblastine >> induces the DNA-binding activities of the transcription factor NF-κB, HSF1, AP-1, and ATF-2, together with the expression of HSP70 and [[ Bax ]] proteins.",INDIRECT-UPREGULATOR,"['vinblastine', 'Bax']"
Cloning and characterization of a novel human phosphodiesterase that hydrolyzes both << cAMP >> and cGMP ([[ PDE10A ]]).,SUBSTRATE,"['cAMP', 'PDE10A']"
Cloning and characterization of a novel << human phosphodiesterase >> that hydrolyzes both [[ cAMP ]] and cGMP (PDE10A).,SUBSTRATE,"['human phosphodiesterase', 'cAMP']"
Cloning and characterization of a novel human phosphodiesterase that hydrolyzes both cAMP and << cGMP >> ([[ PDE10A ]]).,SUBSTRATE,"['cGMP', 'PDE10A']"
Cloning and characterization of a novel << human phosphodiesterase >> that hydrolyzes both cAMP and [[ cGMP ]] (PDE10A).,SUBSTRATE,"['human phosphodiesterase', 'cGMP']"
"Recombinant << PDE10A >> transfected and expressed in COS-7 cells hydrolyzed [[ cAMP ]] and cGMP with Km values of 0.26 and 7.2 microM, respectively, and Vmax with cGMP was almost twice that with cAMP.",SUBSTRATE,"['PDE10A', 'cAMP']"
"Recombinant << PDE10A >> transfected and expressed in COS-7 cells hydrolyzed cAMP and [[ cGMP ]] with Km values of 0.26 and 7.2 microM, respectively, and Vmax with cGMP was almost twice that with cAMP.",SUBSTRATE,"['PDE10A', 'cGMP']"
"Recombinant << PDE10A >> transfected and expressed in COS-7 cells hydrolyzed cAMP and cGMP with Km values of 0.26 and 7.2 microM, respectively, and Vmax with [[ cGMP ]] was almost twice that with cAMP.",SUBSTRATE,"['PDE10A', 'cGMP']"
"Recombinant << PDE10A >> transfected and expressed in COS-7 cells hydrolyzed cAMP and cGMP with Km values of 0.26 and 7.2 microM, respectively, and Vmax with cGMP was almost twice that with [[ cAMP ]].",SUBSTRATE,"['PDE10A', 'cAMP']"
"Of the << PDE >> inhibitors tested, [[ dipyridamole ]] was most effective, with IC50 values of 1.2 and 0.45 microM for inhibition of cAMP and cGMP hydrolysis, respectively.",INHIBITOR,"['PDE', 'dipyridamole']"
"Of the << PDE >> inhibitors tested, dipyridamole was most effective, with IC50 values of 1.2 and 0.45 microM for inhibition of [[ cAMP ]] and cGMP hydrolysis, respectively.",SUBSTRATE,"['PDE', 'cAMP']"
"Of the << PDE >> inhibitors tested, dipyridamole was most effective, with IC50 values of 1.2 and 0.45 microM for inhibition of cAMP and [[ cGMP ]] hydrolysis, respectively.",SUBSTRATE,"['PDE', 'cGMP']"
The << cytosine >> analog 5-aza-2'-deoxycytidine (decitabine) hypomethylates DNA by inhibiting [[ DNA methyltransferase ]].,INHIBITOR,"['cytosine', 'DNA methyltransferase']"
The cytosine analog << 5-aza-2'-deoxycytidine >> (decitabine) hypomethylates DNA by inhibiting [[ DNA methyltransferase ]].,INHIBITOR,"[""5-aza-2'-deoxycytidine"", 'DNA methyltransferase']"
The cytosine analog 5-aza-2'-deoxycytidine (<< decitabine >>) hypomethylates DNA by inhibiting [[ DNA methyltransferase ]].,INHIBITOR,"['decitabine', 'DNA methyltransferase']"
We examined if subcutaneous << decitabine >> could increase [[ HbF ]] levels and improve SSD pathophysiology without cytotoxicity.,INDIRECT-UPREGULATOR,"['decitabine', 'HbF']"
Weekly subcutaneous << decitabine >> produces cumulative increases in [[ HbF ]] and total hemoglobin through a noncytotoxic mechanism of action.,INDIRECT-UPREGULATOR,"['decitabine', 'HbF']"
Weekly subcutaneous << decitabine >> produces cumulative increases in HbF and total [[ hemoglobin ]] through a noncytotoxic mechanism of action.,INDIRECT-UPREGULATOR,"['decitabine', 'hemoglobin']"
"<< Nox4 >> oxidase activity is thought to be constitutive and regulated at the transcriptional level; however, we challenge this point of view and suggest that specific [[ quinone ]] derivatives could modulate this activity.",ACTIVATOR,"['Nox4', 'quinone']"
"Nox4 << oxidase >> activity is thought to be constitutive and regulated at the transcriptional level; however, we challenge this point of view and suggest that specific [[ quinone ]] derivatives could modulate this activity.",ACTIVATOR,"['oxidase', 'quinone']"
"<< Nox4 >> oxidase activity is thought to be constitutive and regulated at the transcriptional level; however, we challenge this point of view and suggest that specific [[ quinone ]] derivatives could modulate this activity.",INDIRECT-UPREGULATOR,"['Nox4', 'quinone']"
"Nox4 << oxidase >> activity is thought to be constitutive and regulated at the transcriptional level; however, we challenge this point of view and suggest that specific [[ quinone ]] derivatives could modulate this activity.",INDIRECT-UPREGULATOR,"['oxidase', 'quinone']"
"In fact, we demonstrated a significant stimulation of << Nox4 >> activity by 4 [[ quinone ]] derivatives (AA-861, tBuBHQ, tBuBQ, and duroquinone) observed in 3 different cellular models, HEK293E, T-REx™, and chondrocyte cell lines.",ACTIVATOR,"['Nox4', 'quinone']"
"In fact, we demonstrated a significant stimulation of << Nox4 >> activity by 4 quinone derivatives ([[ AA-861 ]], tBuBHQ, tBuBQ, and duroquinone) observed in 3 different cellular models, HEK293E, T-REx™, and chondrocyte cell lines.",ACTIVATOR,"['Nox4', 'AA-861']"
"In fact, we demonstrated a significant stimulation of << Nox4 >> activity by 4 quinone derivatives (AA-861, [[ tBuBHQ ]], tBuBQ, and duroquinone) observed in 3 different cellular models, HEK293E, T-REx™, and chondrocyte cell lines.",ACTIVATOR,"['Nox4', 'tBuBHQ']"
"In fact, we demonstrated a significant stimulation of << Nox4 >> activity by 4 quinone derivatives (AA-861, tBuBHQ, [[ tBuBQ ]], and duroquinone) observed in 3 different cellular models, HEK293E, T-REx™, and chondrocyte cell lines.",ACTIVATOR,"['Nox4', 'tBuBQ']"
"In fact, we demonstrated a significant stimulation of << Nox4 >> activity by 4 quinone derivatives (AA-861, tBuBHQ, tBuBQ, and [[ duroquinone ]]) observed in 3 different cellular models, HEK293E, T-REx™, and chondrocyte cell lines.",ACTIVATOR,"['Nox4', 'duroquinone']"
"Such model of << Nox4 >> activity regulation could provide new insight into the understanding of the molecular mechanism of the electron transfer through the enzyme, i.e., its potential redox regulation, and could also define new therapeutic targets in diseases in which [[ quinones ]] and Nox4 are implicated.",ACTIVATOR,"['Nox4', 'quinones']"
"Although the inhibition of << cyclooxygenases >> by [[ aspirin ]], which leads to its anti-inflammatory/analgesic properties, has been well studied, the mechanisms involved in its chemopreventive effects as well as some of its adverse effects are as yet ill-defined.",INHIBITOR,"['cyclooxygenases', 'aspirin']"
"In a recent study using protein-specific anti-acetyl lysine antibodies and immunological methods, we demonstrated the ability of << aspirin >> to acetylate the [[ tumor suppressor protein p53 ]].",ACTIVATOR,"['aspirin', 'tumor suppressor protein p53']"
"Second, << ICRF-187 >>, a [[ Top2 ]] catalytic inhibitor known to deplete Top2β, specifically sensitized MEFs to CPT.",INHIBITOR,"['ICRF-187', 'Top2']"
"Second, << ICRF-187 >>, a Top2 catalytic inhibitor known to deplete [[ Top2β ]], specifically sensitized MEFs to CPT.",INHIBITOR,"['ICRF-187', 'Top2β']"
"To explore the molecular basis for CPT hypersensitivity in Top2β-deficient cells, we found that upon << CPT >> exposure, the [[ RNA polymerase II large subunit ]] (RNAP LS) became progressively depleted, followed by recovery to nearly the original level in wild-type MEFs, whereas RNAP LS remained depleted without recovery in Top2β-deficient cells.",INDIRECT-DOWNREGULATOR,"['CPT', 'RNA polymerase II large subunit']"
"To explore the molecular basis for CPT hypersensitivity in Top2β-deficient cells, we found that upon << CPT >> exposure, the RNA polymerase II large subunit ([[ RNAP LS ]]) became progressively depleted, followed by recovery to nearly the original level in wild-type MEFs, whereas RNAP LS remained depleted without recovery in Top2β-deficient cells.",INDIRECT-DOWNREGULATOR,"['CPT', 'RNAP LS']"
"To explore the molecular basis for CPT hypersensitivity in Top2β-deficient cells, we found that upon << CPT >> exposure, the RNA polymerase II large subunit (RNAP LS) became progressively depleted, followed by recovery to nearly the original level in wild-type MEFs, whereas [[ RNAP LS ]] remained depleted without recovery in Top2β-deficient cells.",INDIRECT-DOWNREGULATOR,"['CPT', 'RNAP LS']"
"Altogether, our findings support a model in which Top2β deficiency promotes << CPT >>-induced apoptosis in quiescent non-S-phase cells, possibly due to RNAP LS depletion and [[ p53 ]] accumulation.",INDIRECT-UPREGULATOR,"['CPT', 'p53']"
"Altogether, our findings support a model in which Top2β deficiency promotes << CPT >>-induced apoptosis in quiescent non-S-phase cells, possibly due to [[ RNAP LS ]] depletion and p53 accumulation.",INDIRECT-DOWNREGULATOR,"['CPT', 'RNAP LS']"
Effects of << felodipine >> (a dihydropyridine [[ calcium channel ]] blocker) and analogues on calmodulin-dependent enzymes.,INHIBITOR,"['felodipine', 'calcium channel']"
Effects of felodipine (a << dihydropyridine >> [[ calcium channel ]] blocker) and analogues on calmodulin-dependent enzymes.,INHIBITOR,"['dihydropyridine', 'calcium channel']"
"We have examined the effects on the activities of three calmodulin-dependent enzymes (cAMP phosphodiesterase, caldesmon kinase and myosin light chain kinase) of the dihydropyridine << Ca2+ channel >> blocker [[ felodipine ]] and three analogues (p-chloro, oxidized and t-butyl) exhibiting different pharmacological potencies.",INHIBITOR,"['Ca2+ channel', 'felodipine']"
The << cAMP phosphodiesterase >> was inhibited completely by [[ felodipine ]] and the p-chloro analogue with IC50 values of 3.7 and 1.5 microM respectively.,INHIBITOR,"['cAMP phosphodiesterase', 'felodipine']"
The << cAMP phosphodiesterase >> was inhibited completely by felodipine and the [[ p-chloro ]] analogue with IC50 values of 3.7 and 1.5 microM respectively.,INHIBITOR,"['cAMP phosphodiesterase', 'p-chloro']"
<< Felodipine >> and the p-chloro analogue inhibited the basal (Ca2+/calmodulin-independent) activity of [[ cAMP phosphodiesterase ]] as well as the calmodulin-stimulated activity.,INHIBITOR,"['Felodipine', 'cAMP phosphodiesterase']"
<< Felodipine >> and the p-chloro analogue inhibited the basal (Ca2+/calmodulin-independent) activity of cAMP phosphodiesterase as well as the [[ calmodulin ]]-stimulated activity.,INHIBITOR,"['Felodipine', 'calmodulin']"
Felodipine and the << p-chloro >> analogue inhibited the basal (Ca2+/calmodulin-independent) activity of [[ cAMP phosphodiesterase ]] as well as the calmodulin-stimulated activity.,INHIBITOR,"['p-chloro', 'cAMP phosphodiesterase']"
Felodipine and the << p-chloro >> analogue inhibited the basal (Ca2+/calmodulin-independent) activity of cAMP phosphodiesterase as well as the [[ calmodulin ]]-stimulated activity.,INHIBITOR,"['p-chloro', 'calmodulin']"
Calmodulin was relatively ineffective in preventing inhibition of << cAMP phosphodiesterase >> by [[ felodipine ]] and the p-chloro analogue.,INHIBITOR,"['cAMP phosphodiesterase', 'felodipine']"
Calmodulin was relatively ineffective in preventing inhibition of << cAMP phosphodiesterase >> by felodipine and the [[ p-chloro ]] analogue.,INHIBITOR,"['cAMP phosphodiesterase', 'p-chloro']"
"<< Felodipine >> and the p-chloro analogue inhibited Ca2+/calmodulin-dependent [[ caldesmon kinase ]] with similar potencies (IC50 = 17.4 microM), whereas the oxidized and t-butyl analogues caused no inhibition.",INHIBITOR,"['Felodipine', 'caldesmon kinase']"
"Felodipine and the << p-chloro >> analogue inhibited Ca2+/calmodulin-dependent [[ caldesmon kinase ]] with similar potencies (IC50 = 17.4 microM), whereas the oxidized and t-butyl analogues caused no inhibition.",INHIBITOR,"['p-chloro', 'caldesmon kinase']"
"Similarly, << felodipine >> and the p-chloro analogue inhibited [[ myosin light chain kinase ]] activity whether the isolated 20 kD light chain (IC50 = 12.6 microM) or intact myosin (IC50 = 11.0 microM) was used as substrate.",INHIBITOR,"['felodipine', 'myosin light chain kinase']"
"Similarly, felodipine and the << p-chloro >> analogue inhibited [[ myosin light chain kinase ]] activity whether the isolated 20 kD light chain (IC50 = 12.6 microM) or intact myosin (IC50 = 11.0 microM) was used as substrate.",INHIBITOR,"['p-chloro', 'myosin light chain kinase']"
Felodipine and the << p-chloro >> analogue inhibited the actin-activated [[ Mg2+-ATPase ]] activity of smooth muscle myosin (IC50 = 25.1 microM).,INHIBITOR,"['p-chloro', 'Mg2+-ATPase']"
Felodipine and the << p-chloro >> analogue inhibited the actin-activated Mg2+-ATPase activity of smooth muscle [[ myosin ]] (IC50 = 25.1 microM).,INHIBITOR,"['p-chloro', 'myosin']"
